answer	predicted	pred_prob
1	1	0.6025034999451324
-1	-1	0.6345519344903248
-1	-1	0.5969281097808247
1	1	0.5134169651560405
-1	-1	0.7388257109560108
-1	-1	0.7586233472947681
1	1	0.8701716993368146
1	1	0.8558636169814012
1	1	0.6715259940323455
1	1	0.5197731144157313
-1	-1	0.5785241377411319
1	1	0.7332317611928113
1	1	0.7236332649571378
-1	-1	0.8344079904606945
1	1	0.7088612043241902
1	1	0.6847233279916637
-1	-1	0.6134889842197073
-1	-1	0.8058269626210659
1	1	0.7595146908844451
-1	-1	0.7628464083750418
-1	-1	0.748342448105429
1	1	0.695284686003971
1	1	0.5783413055147562
1	1	0.7823837537540876
1	1	0.5742388293879519
-1	-1	0.7135442761674251
-1	-1	0.5088675676054943
-1	-1	0.6183913959412768
-1	-1	0.7747252428269673
1	1	0.7281459282722679
1	1	0.6786780603840737
1	1	0.6493586111513316
-1	-1	0.5491698356437749
1	1	0.8597698696418671
1	1	0.6157045754892964
1	1	0.8408405783088841
1	1	0.6629554335091206
-1	-1	0.9277532866592959
-1	-1	0.8633130215918946
-1	-1	0.5015195675622435
-1	-1	0.6440197933862213
-1	-1	0.7650124282453794
-1	-1	0.7431678479843845
1	-1	0.557384729360233
-1	-1	0.8747407282763457
1	1	0.5874476507704762
1	1	0.6415282566522976
-1	-1	0.8801258706370185
1	-1	0.5070421030236952
1	1	0.8608918171363016
-1	-1	0.5335691457585969
-1	-1	0.725229836513421
1	1	0.7154493181852732
-1	-1	0.7675621187625303
1	1	0.7068012575314321
-1	-1	0.7148146433920908
1	1	0.8087474858884872
-1	-1	0.7189785796066406
-1	-1	0.7286718702802009
1	1	0.6615411897678823
1	1	0.6608418015436807
-1	1	0.5519602184289158
-1	-1	0.9396581203774289
-1	-1	0.8377214504307011
-1	-1	0.5850639316343569
-1	-1	0.6560102261733033
1	1	0.6208066038562596
-1	-1	0.6361239620598595
-1	-1	0.5844141905213749
1	1	0.5054107915338792
-1	-1	0.6817970492782037
1	1	0.5232058482703803
-1	-1	0.6673358292676015
-1	-1	0.5255176858846988
1	1	0.7297094283419044
1	1	0.7026827934816909
-1	-1	0.6035229171799006
-1	-1	0.8147568646154467
-1	1	0.5578139764529082
-1	-1	0.7858554011492109
-1	-1	0.7586737733659769
1	1	0.5723009326854394
-1	-1	0.7147749857401551
-1	-1	0.7280308076305158
1	1	0.6410810630705007
-1	-1	0.5888339460554135
-1	-1	0.6603858625257388
1	1	0.6118612171666262
1	1	0.8443364565758746
1	1	0.6468599838278147
-1	1	0.5234371908283397
-1	-1	0.529858810459263
1	1	0.7343833308690082
1	1	0.6348784507337752
1	1	0.7239628583661015
1	-1	0.5318667883417472
-1	-1	0.6289459567871208
-1	1	0.6618292082298428
1	1	0.8856586168528693
-1	-1	0.6848555663702973
1	1	0.6865295045216331
1	1	0.5526284525951999
1	1	0.6579068918167247
1	1	0.5372508605178932
1	-1	0.5438303030570083
-1	1	0.5069515175941325
1	1	0.7452110699919268
-1	-1	0.7321940795598736
1	1	0.7753166934236788
1	1	0.6282497868159002
1	1	0.6453235769825162
1	1	0.7545599590792734
1	1	0.7277630528743587
1	1	0.6246251913958107
-1	1	0.5534731689279048
1	1	0.8805837230842858
1	1	0.8783518874793673
1	1	0.7912383263964029
-1	-1	0.8040560626367326
-1	-1	0.6998429226672542
-1	1	0.5330784839560991
1	-1	0.6644053810346121
-1	-1	0.5854352258657864
1	1	0.6805904858315728
-1	-1	0.8298389384366888
-1	-1	0.5079806724279431
1	1	0.6061573167631873
-1	1	0.51477919675514
1	1	0.6707340990789894
-1	-1	0.7910629527764156
1	1	0.6953404052013006
1	1	0.6808441372349814
-1	-1	0.7549952160921216
1	-1	0.5207307011844746
1	1	0.6916295385352119
1	1	0.5872936291838942
-1	-1	0.799609884194476
1	1	0.5136398785446219
1	1	0.6201784272624046
-1	-1	0.7187175206462447
1	1	0.8792490201652527
-1	-1	0.8468166545600514
-1	-1	0.858948488525172
1	1	0.5784243609047323
1	1	0.5204957771497848
-1	-1	0.7962578759885001
1	1	0.866215070428188
1	1	0.6229169552321748
-1	-1	0.8786330712820333
-1	-1	0.6126094833366484
-1	-1	0.8546629909824064
-1	-1	0.7511742158566471
1	1	0.7170676815862466
-1	-1	0.7392422463305144
1	1	0.929285153519162
-1	1	0.6097850532599678
1	-1	0.5071982198708394
1	1	0.5833540253970191
-1	-1	0.6130593034603545
-1	-1	0.919100166835638
1	1	0.6597835860344821
1	1	0.5584724411109312
-1	-1	0.6090759635922858
-1	1	0.5320817469435795
-1	-1	0.7000101371164971
-1	1	0.6148897877618903
1	-1	0.6174405024119057
-1	-1	0.7469779204622116
-1	-1	0.6815788119424562
-1	-1	0.7092355931185209
-1	-1	0.7872529900169402
-1	-1	0.6887628939768013
1	1	0.8284356491004786
-1	-1	0.6212075486806241
1	1	0.6816390218506125
-1	-1	0.6700398755411572
1	-1	0.5007827698440953
1	1	0.7052647014672364
-1	-1	0.6277191041038556
-1	-1	0.6675613331949843
1	1	0.9117293690421189
-1	-1	0.6861069344233134
1	1	0.6212942872666959
-1	-1	0.6333136087839131
1	1	0.6615629474855347
-1	-1	0.6629944592189219
-1	-1	0.5205174660145564
1	1	0.6992941535452359
1	1	0.5716254505883238
1	-1	0.5359732634441343
-1	-1	0.7960962424546698
1	1	0.8160211417433092
1	1	0.6292118679906447
-1	-1	0.5676053651319471
1	-1	0.5652449888064074
-1	-1	0.9426982326166435
-1	-1	0.6685526241616182
-1	-1	0.5480531371062138
1	1	0.8477960785667188
-1	-1	0.8257135498413031
1	1	0.8474875877720182
1	1	0.5950577411824993
-1	-1	0.5622256665873875
1	1	0.8350731086331304
1	1	0.7703437619290804
1	1	0.6498012019398114
-1	-1	0.680474875617554
1	1	0.5363209992043511
1	1	0.7208957321299414
1	1	0.6581683166996943
1	1	0.8489415191799635
1	1	0.715263105443912
-1	-1	0.6942487472146657
-1	-1	0.6900124746546767
1	1	0.9155943728358007
1	1	0.7246425460888717
1	1	0.5921082359860386
1	-1	0.5154471055894715
-1	-1	0.8133616230451239
1	1	0.9082326670416252
1	1	0.6931369470252897
1	1	0.7971669775078103
1	1	0.6213581658821121
-1	-1	0.7661516790730886
1	1	0.5366048417398617
-1	-1	0.5797209548379044
-1	-1	0.7233993687633151
1	1	0.8705222935513593
1	1	0.8682542553184264
-1	-1	0.5382284288524846
-1	-1	0.7682932384924821
-1	-1	0.6407215846892569
-1	-1	0.6472474809545855
1	1	0.8009585151531873
1	1	0.7361582537499224
-1	-1	0.7539756319951232
-1	-1	0.7916615182788398
-1	-1	0.5860663633161127
-1	1	0.5400808571498581
-1	-1	0.7220004770078747
-1	-1	0.7772060900319806
-1	-1	0.6558566877931333
1	1	0.6129847073951914
1	1	0.761604842058186
-1	-1	0.8171816208545609
1	1	0.6832775093734514
1	1	0.6068169560292286
-1	-1	0.7000252619834307
-1	-1	0.7076368797213108
1	1	0.706856680798322
1	1	0.56118612594192
-1	-1	0.6795970896559242
1	1	0.6509261984733962
1	1	0.660267556275721
-1	-1	0.7549311700402307
1	1	0.6577034551417746
1	1	0.581140541566298
-1	-1	0.7333908165882331
1	1	0.7729392656481661
-1	-1	0.6862041082179853
-1	-1	0.8033544592567066
1	1	0.8616175952049125
1	1	0.5926195451501528
1	1	0.8629798657129527
-1	-1	0.6149438868434611
1	1	0.7922360050828633
-1	-1	0.5390745996579239
1	-1	0.5358172438857733
-1	-1	0.8357431164409804
-1	-1	0.5901567848849643
-1	-1	0.6538695448284126
1	1	0.8557535415788307
-1	-1	0.6931671829400927
-1	-1	0.9024961746271142
-1	-1	0.6811906893822988
1	1	0.6930821659376857
1	1	0.5416895380380778
1	1	0.5006156535929689
1	1	0.8154649433004849
-1	-1	0.7392561271690932
-1	-1	0.5871531521891958
1	1	0.7618821773867606
-1	-1	0.8593509393408127
1	1	0.7289533923958508
1	1	0.7463692243979225
-1	-1	0.6951930943721758
1	1	0.660993538055039
1	1	0.6488308146550239
1	1	0.7865288730995917
-1	-1	0.6756858071936944
1	1	0.7454353398051693
-1	-1	0.8144396839056821
1	1	0.5185548341662048
1	1	0.8454729924935475
1	1	0.6391017162469301
-1	-1	0.6445171880174706
1	1	0.5783112551192537
1	1	0.8171519629499551
1	1	0.574691263657599
1	1	0.6496318321324476
1	1	0.5770617166445006
1	1	0.8156941964912535
1	1	0.7487187040894012
-1	-1	0.887240571680166
1	1	0.6456869717827293
-1	-1	0.6787274312376845
-1	-1	0.5541741976297898
-1	-1	0.6689257787034186
-1	-1	0.5370204590537428
-1	-1	0.8128631864555217
1	1	0.7884595077348114
1	1	0.8558592776052619
1	1	0.7361995694791881
-1	-1	0.7884468012124496
1	1	0.5775877576351299
1	1	0.8570973365743846
-1	-1	0.871871239410688
1	1	0.5989610761941413
1	1	0.8186499139886834
1	1	0.7880705998101479
-1	-1	0.8185553763771871
1	1	0.775104246274837
-1	-1	0.6043717016980824
1	1	0.7476019263897472
1	-1	0.6597746721344783
1	1	0.6093346080480884
-1	-1	0.5195804053984001
-1	-1	0.7107820281293884
-1	-1	0.7799857369384368
1	-1	0.7141004552117421
1	1	0.6597226748928572
1	1	0.6114388673091457
1	1	0.7482366479463581
1	1	0.7307348020049949
-1	-1	0.689076895488044
1	1	0.7612711403913555
1	1	0.6419605724370542
-1	-1	0.6868616434394467
1	1	0.7938132147040802
1	1	0.7901986901250533
-1	-1	0.9030895242711683
1	1	0.7583864464031768
-1	-1	0.6811678837484464
1	1	0.5931630799793488
1	1	0.7543808596761687
1	1	0.6756004525543629
1	1	0.622228481905376
1	1	0.6838555850696793
1	1	0.5970376210767977
1	1	0.6281565530993607
1	1	0.8324546106595907
1	1	0.7018522784017545
-1	-1	0.9463668333931261
1	-1	0.6524685682469253
1	-1	0.521492968613462
-1	-1	0.6949386536352495
-1	-1	0.8463024130103438
-1	-1	0.8383179956912907
-1	1	0.5630184990060786
-1	-1	0.6381564183806423
-1	-1	0.5894655694343285
-1	-1	0.5660540387762123
-1	-1	0.7657547240919362
1	1	0.6170042351733805
1	1	0.6869258854370804
-1	-1	0.8767981184482029
1	1	0.753957936440573
-1	-1	0.7227362784335774
-1	-1	0.5603929981001448
-1	-1	0.741534355956996
-1	-1	0.7450011233208763
1	-1	0.6315825599994616
-1	-1	0.6322084184645389
-1	-1	0.7920774720991566
-1	-1	0.6227154482962207
-1	-1	0.5109748980308515
-1	-1	0.5223141454137701
-1	-1	0.5444261369780645
-1	-1	0.5469628537494704
1	1	0.7832706627785823
1	1	0.6981996727292815
1	1	0.7442425540223706
1	-1	0.5104240916629478
1	1	0.7475367333549101
-1	-1	0.7790515082318139
-1	-1	0.8907523135348439
-1	-1	0.7989990625485117
1	1	0.6536270692210583
1	-1	0.712249830149855
1	1	0.6532099740664162
1	1	0.7569491706083311
-1	-1	0.8605908578875671
1	1	0.616094126369288
1	1	0.5747342394555953
-1	-1	0.8809491577099794
-1	-1	0.6798671637147162
-1	-1	0.684116039219166
-1	-1	0.7699990830366908
-1	-1	0.5951298534735681
-1	-1	0.55337368578954
1	-1	0.5838257366858197
-1	-1	0.6486859665492032
1	1	0.6086080000156404
1	1	0.5585561385175335
-1	1	0.5317087006514064
1	-1	0.5139724914943732
1	1	0.6253880518864459
-1	-1	0.6642714326530331
1	1	0.7084673161105344
-1	-1	0.8216894988934593
-1	-1	0.7008539100853897
-1	-1	0.7766566284394973
-1	-1	0.7439495762391808
-1	-1	0.9284445466452876
1	1	0.819358336388469
1	1	0.6706828530152835
1	1	0.7729083693089178
1	1	0.7235075303066338
-1	-1	0.87596239772429
-1	-1	0.83396019657211
1	1	0.715874240817861
1	-1	0.5640801088520571
-1	-1	0.8357169334744834
-1	-1	0.8585588786042254
1	1	0.6512563796725384
1	1	0.8094321060141418
-1	-1	0.9068962916106138
1	1	0.682437121129509
1	1	0.7733789001834469
-1	-1	0.640829109788228
-1	-1	0.6084273096390491
1	1	0.816795639270144
-1	-1	0.6922637419092457
-1	-1	0.8476514488045332
-1	-1	0.5844981131681304
1	1	0.8299529253913577
-1	-1	0.6199528848225415
-1	-1	0.6671768423708688
-1	-1	0.7951236217729147
-1	-1	0.6682594929068271
-1	-1	0.6501974835538479
-1	-1	0.5148637249753315
-1	-1	0.7165607918033097
1	1	0.7032061069887636
-1	1	0.5921179772768937
-1	-1	0.7667970324035667
1	1	0.6287178994991504
1	1	0.8027617884792345
-1	-1	0.7241824557065115
-1	-1	0.6597670464579373
1	1	0.826320583378646
1	1	0.7161431580255817
-1	-1	0.5428398531970371
-1	-1	0.5473691305336659
-1	1	0.5132215305613083
-1	1	0.5462887302052939
-1	-1	0.6812959264387923
1	1	0.7190975243438514
-1	-1	0.775653245885433
-1	-1	0.7264974873322598
-1	-1	0.6666791495823486
-1	1	0.559317411005305
1	1	0.5269803870028913
-1	-1	0.7730331658036018
-1	-1	0.7261161072305333
-1	-1	0.8249000122283503
-1	-1	0.571421676023147
-1	-1	0.5709947179921753
-1	-1	0.6082312962480965
1	1	0.9418251258075622
-1	-1	0.6689303541586595
-1	-1	0.6693557441003753
-1	-1	0.6280430680461961
1	1	0.7554207484661848
-1	-1	0.7414617311550143
-1	-1	0.6796433827215193
1	1	0.6582898162829989
-1	-1	0.8550577977773723
-1	-1	0.6901209282808419
1	1	0.8448979515128225
-1	-1	0.5163937702405508
1	1	0.6822627311747346
-1	-1	0.5991239299745068
-1	-1	0.8138373943498207
1	1	0.7801874006921831
1	-1	0.5090906004798104
1	1	0.641135550659085
1	1	0.7559060765553455
-1	-1	0.7299692722934589
1	1	0.7910430099611294
1	1	0.7548846775737394
-1	-1	0.6953556528434677
-1	-1	0.963463013978868
1	1	0.5615453614206071
-1	-1	0.7244972954626105
1	1	0.6380484762069345
-1	-1	0.7333770076325098
1	1	0.7513414501769222
-1	-1	0.8287388299108557
-1	-1	0.8967213296600026
1	1	0.6532462042705146
1	1	0.7102813537782884
1	1	0.8625026258611457
1	1	0.62845145862843
-1	-1	0.6852405926511955
-1	-1	0.6189519123216685
-1	-1	0.6800260562666098
-1	-1	0.7022499560592718
-1	-1	0.8797981848077601
1	-1	0.6880762865053214
1	1	0.8895583123448139
1	1	0.5853107801364125
-1	-1	0.5518937036854548
-1	-1	0.7524987862645172
1	1	0.7382964684893087
-1	-1	0.6664585732683297
-1	-1	0.7184894262871566
1	-1	0.5369856047677434
-1	-1	0.651840064181398
-1	-1	0.6151314475958889
1	1	0.6849246002762654
1	1	0.5058957182193824
1	1	0.9070773942711655
-1	-1	0.5386547766844672
1	1	0.8326192878716844
1	-1	0.5043568776779783
-1	-1	0.7888565944748276
1	1	0.7232916138332075
-1	-1	0.8572398500925472
1	1	0.7075132325993885
-1	-1	0.5644520756795899
-1	-1	0.5297647143938511
-1	-1	0.7496755706267616
-1	-1	0.8104782467868347
-1	-1	0.5072928382773576
-1	-1	0.6155520685513128
-1	-1	0.6341669174183363
-1	1	0.553244645277808
1	1	0.6073783269300999
1	1	0.8677724747467153
-1	-1	0.6269390377448549
-1	-1	0.842535297648038
-1	-1	0.5276391227128676
1	1	0.7040476561247957
1	-1	0.6208756903211874
1	1	0.7300364189339951
1	-1	0.5672778420273895
1	1	0.7075635835392761
1	1	0.7017378285358914
-1	-1	0.7216251002317359
1	1	0.6031230269797162
1	1	0.5673375036026292
-1	-1	0.5428551965282105
1	1	0.5883149326145681
-1	-1	0.640725420880037
1	1	0.6766628717285489
-1	-1	0.7293818073702403
1	-1	0.6421244026720614
-1	-1	0.7574718930975303
-1	-1	0.7182217201502912
-1	-1	0.7930093435149895
1	1	0.8582675594838436
-1	-1	0.7582494346430284
1	1	0.8086024397597035
1	1	0.5740358561390861
-1	-1	0.5829496162476748
1	1	0.8114833844726757
-1	-1	0.7954147799696103
1	1	0.7550100283062151
1	1	0.6017486179738603
-1	-1	0.7625978057907459
1	1	0.5471569851816899
-1	-1	0.5608632057132433
1	1	0.5875067751206545
1	-1	0.6465041121578663
-1	-1	0.5210603765624593
-1	1	0.6267345345013056
1	1	0.584768147739313
-1	-1	0.5872966900831345
1	1	0.7588053122748699
1	1	0.6811448983061247
-1	-1	0.6550781636427192
1	1	0.5607302658893781
-1	-1	0.5939266398186409
-1	-1	0.6318096068867127
-1	1	0.5517303272775966
1	1	0.8715489683351533
-1	-1	0.5935986787924133
-1	1	0.5639908158761527
1	1	0.8138950796627922
1	1	0.7782529719859189
1	1	0.6385365115247844
-1	-1	0.6749516788634635
-1	-1	0.7614571750853147
1	1	0.8472385073612073
-1	-1	0.7385122681964279
1	1	0.6993811745641413
1	1	0.5112060763752208
-1	-1	0.870567174447074
1	1	0.7290508778551457
1	1	0.7453326398378217
1	1	0.5186500351997131
1	1	0.6613345357726274
1	1	0.8262129126134694
-1	-1	0.8620583144831826
-1	-1	0.587672563036548
1	1	0.7322976704518558
1	1	0.745644949158421
1	1	0.8302650400466158
-1	-1	0.8726926148546988
1	1	0.7446596521365022
1	1	0.5399168587856993
1	1	0.8255046185515404
1	1	0.7144387431472251
1	1	0.684866941428231
-1	-1	0.8960516037245019
-1	-1	0.682128501661429
1	-1	0.647174099285762
1	1	0.7934684575955371
1	1	0.8349655844709077
-1	-1	0.6692866940240609
-1	-1	0.7643396864345273
-1	-1	0.6507046125513025
1	1	0.757859266593706
1	1	0.7757688209163486
1	1	0.8095153273576866
1	1	0.6630863548300064
1	1	0.7945763129063486
-1	-1	0.7120427571525101
1	1	0.5344587300216661
1	1	0.8215091817933754
-1	-1	0.6678053388701009
1	1	0.7875682001939465
-1	-1	0.5936113694080634
-1	-1	0.667381355812196
-1	-1	0.6114423769892815
-1	-1	0.6566103331523576
-1	-1	0.7618305337224336
1	1	0.6679346360662305
-1	1	0.7974312492426995
-1	1	0.5084572640278741
1	1	0.53335246719069
-1	-1	0.6441230412816532
1	1	0.6029445828767968
-1	-1	0.762092144791078
-1	-1	0.6073956547004365
-1	-1	0.6712394108077171
1	1	0.846415906974927
1	-1	0.6246720549870053
-1	-1	0.5764759144675933
-1	-1	0.6256656648839797
1	1	0.8872378834324198
1	1	0.778513482425741
1	1	0.8057023703127355
-1	-1	0.7134664263822944
1	-1	0.5455017455071881
-1	1	0.5516298206430393
-1	-1	0.8146812474603748
-1	-1	0.5605587182074817
-1	1	0.522557999918147
1	1	0.5182419842548638
1	1	0.593488505116781
-1	-1	0.6914875488749243
1	1	0.7699596538683201
-1	-1	0.6895027889429045
-1	-1	0.6130676521729705
1	1	0.7647347983013298
1	1	0.8186701855272991
1	1	0.699266431843492
1	-1	0.5583097597512766
-1	-1	0.7746376962155521
1	1	0.5800023380734304
-1	-1	0.7801223705910514
-1	-1	0.8435903021578897
1	1	0.5958622268331805
-1	-1	0.8139200110815732
-1	1	0.6614216513742437
-1	1	0.6393317285942288
1	1	0.8442005239341924
-1	-1	0.5231182215277896
1	1	0.8358868337662849
-1	-1	0.6531458968552781
-1	-1	0.7985913217048092
1	1	0.6157044855581779
-1	-1	0.7193687487012141
-1	-1	0.7525080335573829
-1	-1	0.7801002203110485
-1	-1	0.5525275343472549
1	1	0.700081523147781
-1	-1	0.7959044153485366
1	1	0.5705519494629551
-1	-1	0.8480775082286092
1	1	0.520905938062701
-1	-1	0.913637796301613
-1	-1	0.6757458397392637
1	1	0.6757427624560016
-1	-1	0.7286646926501925
-1	-1	0.6416235774711968
-1	1	0.5635001432453152
1	1	0.7234959482002373
1	-1	0.5306343348140383
1	1	0.7807879843669002
1	1	0.7945947942222837
1	1	0.7170802024067331
-1	1	0.5483429607354832
1	1	0.5797117870653035
1	1	0.6683317866497626
-1	-1	0.7017215978577077
-1	-1	0.8652846878501181
-1	-1	0.7385097641787388
-1	-1	0.877410369311523
-1	-1	0.7018713636254126
-1	-1	0.7398163377576408
1	1	0.8579621392553228
-1	-1	0.6632565380814635
-1	-1	0.6472310603798848
-1	1	0.5337856688750028
-1	-1	0.5193924352593638
1	1	0.7137503533296594
-1	-1	0.7885024533143968
1	-1	0.6426465275842848
1	1	0.5885533679935653
1	1	0.5163813101527419
1	1	0.6810374191655556
-1	-1	0.6569828635420825
1	1	0.6421334111962749
-1	-1	0.8532293855371339
-1	-1	0.6237658900010983
1	-1	0.641099241329727
1	1	0.7398592116530631
-1	-1	0.7316418201522147
1	1	0.5247833122029625
1	1	0.8213112496391933
-1	-1	0.7191483797786865
-1	-1	0.7881735667986862
-1	-1	0.6904314325691491
-1	-1	0.5618607989740871
-1	-1	0.64112011462761
-1	-1	0.890961066689959
-1	1	0.5878970492844566
-1	-1	0.6684141903681134
1	1	0.5855409194428358
1	1	0.7743456641212567
-1	1	0.5084730816024636
-1	-1	0.7002880851011656
-1	1	0.5025300295206458
1	1	0.5701860576834846
1	1	0.8882215053493719
1	1	0.6518670646235797
-1	1	0.5161072289979234
-1	-1	0.6252013999568589
-1	-1	0.8673875083348142
-1	-1	0.6517612725714528
1	1	0.772150202716475
1	1	0.8718328464234918
-1	-1	0.5424230676317944
1	1	0.8566864492929516
-1	-1	0.8132397403649133
1	1	0.736723980100338
-1	-1	0.5946525746120711
-1	-1	0.7072915908451336
1	1	0.9013073534947438
-1	-1	0.8122139226121845
1	1	0.7742658322317298
-1	1	0.5924501958145374
1	1	0.7705587312636492
-1	-1	0.5840177570669375
1	-1	0.55634008337137
-1	-1	0.5687744748761758
-1	-1	0.7967555216642379
1	1	0.6791720885803657
1	-1	0.639233741494396
1	1	0.73191218203538
1	1	0.828981927209744
-1	1	0.5385217260578781
1	-1	0.7621259109629102
-1	-1	0.6366350187826804
-1	-1	0.7493408681129785
-1	-1	0.6627475390477877
-1	-1	0.6081216717828559
-1	-1	0.7393614104410346
-1	-1	0.7313491250715769
-1	-1	0.634963356906266
1	1	0.8259971696962234
-1	-1	0.5568778148318639
1	1	0.9140230324161032
1	1	0.6984624981045051
-1	-1	0.566082829912572
-1	-1	0.8475325825524266
1	1	0.8227131484015615
-1	-1	0.7867429211156869
1	1	0.5463725814351139
-1	-1	0.7493871478910137
-1	-1	0.6331987581290149
-1	-1	0.8652936892235361
1	1	0.8454610543138862
1	1	0.7807618016481127
-1	-1	0.758249461379912
-1	-1	0.7789515094539645
-1	-1	0.7755023227214715
-1	-1	0.80840215744673
-1	-1	0.7615485313581805
-1	-1	0.8347655482242445
1	1	0.6164305808092942
-1	-1	0.6303033978923016
-1	-1	0.7030786834785779
1	1	0.6381116853793957
1	1	0.7015968484884707
-1	-1	0.82658008132045
1	1	0.6877072136721988
-1	-1	0.602211325713784
1	1	0.5169355526311624
1	1	0.7545407198412005
1	1	0.9225501458103355
-1	-1	0.7250031377690647
-1	1	0.5824227606536087
-1	-1	0.8478538750748545
-1	1	0.572735948134313
1	1	0.7866002830632522
1	-1	0.568390867248544
-1	-1	0.7289317726635227
-1	-1	0.6457051067387031
-1	-1	0.7611677101603469
-1	-1	0.694269851682215
1	1	0.8376501978857944
1	1	0.7800190406679903
1	1	0.8215847446378359
-1	1	0.6991778721699461
-1	-1	0.7066997863983057
1	1	0.805306593125669
-1	-1	0.5560525338161393
1	1	0.5746615049257667
1	1	0.7224878063745369
1	1	0.6891002767163589
-1	-1	0.6849411383663686
-1	1	0.5776907945341019
1	1	0.8297291785841718
1	1	0.9290573828935319
1	1	0.9379234889968503
1	1	0.6351335724440584
-1	-1	0.6531753811067204
-1	-1	0.6881059509716694
-1	-1	0.6069653911066395
1	1	0.8666202799980773
1	1	0.5193982489439807
-1	-1	0.6750181597950116
1	1	0.7158199345411431
1	1	0.6205426125535864
1	1	0.8111869524490347
1	1	0.6772114506359831
1	1	0.8002272765917754
1	1	0.8758360222543028
-1	-1	0.8072119143361847
1	1	0.6502689248519797
-1	-1	0.5084267253053452
-1	-1	0.6311706240130092
1	1	0.9107367453042963
-1	-1	0.7592659184561539
-1	-1	0.7263975459156244
1	1	0.8535488041641799
-1	-1	0.6925539289758407
1	1	0.6458116898370808
-1	-1	0.9351818390122991
1	-1	0.5116119267390926
1	1	0.6991554060790934
-1	-1	0.8784537391474517
1	1	0.7072915688534697
-1	-1	0.7055740464396824
-1	-1	0.5084267253053452
1	1	0.8601510329054455
1	1	0.5932147502575918
1	1	0.6701295613634316
1	1	0.5028734844214571
1	1	0.9227681273329249
1	1	0.541005945304041
1	1	0.6335538010815267
1	1	0.6699828640769678
-1	-1	0.8308616091142511
-1	-1	0.7049979864643192
-1	-1	0.7367832686719475
-1	-1	0.7693398692013473
-1	-1	0.7288571590439161
1	1	0.7007062385668504
1	1	0.6153148038088948
-1	-1	0.7161238499771637
